id,label
0,.frhlhkoRdiNlIbRAnthDhbOWindOitDhprDrRendhvDhol.AndlukthloNDhvDisthvhgaRdrdWokkaRphvidWiTklOstlISEvingRAs.AndboRtrdWiTshmRUdhninitoRetempt.AcRhbrI.
1,.hpwDhvvEprskhntensthnhWotr.AndDIeR.pitinDhvyhtAkShnthshpyDhvAkhm.lefbyDhkandhnsEShn.hvDhmist.RwzizitselfintUhWrlWe.
2,.AndfIRstwbikhzynTAniS.AndimsImnOmUl.
3,.sADhm.stiksfIt.
4,.DhveRIdilhtHIhvmhlt.hlpaRts.
5,.AtDhHAdhvDhpInkIzWrgitthsilzOlf.AndbymbRytf.HUHAdDhpeRhkOnHISOdr.AndDORrshpoRtibykepthnklI.AndkAtshntEntihnt.AndROzhlIDhWEc.
6,.yWhzHelpiNDhthvDhpeprhnWicHIROdWhzTinzhmtREsivitmykhmfRUpanDhspalhstrfhs.nysInhTiN.
7,.RabhdhndhlhltomprWitWInDhmtRykthfoRtDhskWyRdzdAndbAk.hndveRIvAlIhlIdidDIztUkhmp!RtDhmselz.
8,.DEHindIenolshlfanhTiNhv.
9,.simiNUWhzDIAdrEShnhfRens.AntrtwRhntWhzDhRIlshpoRt.hvolDukhmhtIz.WicDhkREtizotrzWrtfrHr.ispeShlIh.DhplEzh.myRvOl.foRWiDwtHaR.izkamhtIzWudnenrHAvgonthpRasteRtI.
10,.DwfoRlWhnDithlHAfwr.SIHAdbinhWumhntokiNtUhbY.nO.nenIvinDAkts.SIHAdbintokiN.thstokiN.DeRtWrnO.rshnsivDhkavrsEShn.SispENz.WhntTiN.pakthn.
11,.wtRUifynOoWhTiNzy?UstinHw.
12,.tUstE.ogist.EtIkt.
13,.HreditI.Dhkozhvolafolts.
14,.senslAstDrzdEy.gipgizezOl.fybinhlovhlbilRhhvDhblUkhntRI.bhnnAlyk?UhkangrmykWyntat.yshbOzymkamgrtEWin?UhtnOblrhtol.
15,.DiNksAthmyshv.yDevRrsInAdiDiNaspabhWudnmAn.itItuktrmhnhphnWilhnat.sOAkeRIdDislithlfelrHwnhnhbuShbAskhWhnDylAsma.AndAbsmenelAviEnhnsbludHimdigeDr.
16,.AftrNDisthzhpYRhnd.ynevrdeRRekinWiTsrthntIonDHimjrmhnthvplhjrgen.itsInzAzhvshmfhtelhdIsidtIn?UnmI.
17,.DIRikeRfhlIbinmenjiShnRimUvDistwtrplEsiNinolthgeDrInhgOldindiS.WeRHImEkstitWiThgOldinspOn.
18,.HyzWhndrtUDhmEtEnz.
19,.WyAthm?impRestWiTRinIfrmgivRIWind.
20,.bht.WinDath.EzetlIWelghm.
21,.mislEkdhkyndthkaRdthmI.
